,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
121,29183.6676018191,0.09648746502416321,0.09562089948387016,0.0046039218266698215,0.09101697765720033
122,29183.9291940254,0.0990255845116113,0.09831286932877005,0.004723155471944773,0.09358971385682528
123,29184.1907909505,0.10070609287762132,0.10043079402503621,0.004814632512532493,0.09561616151250373
124,29184.4523925945,0.10445914629525785,0.10330683215431478,0.004940818906383569,0.09836601324793122
125,29184.7663207963,0.10562787208895727,0.10658445116518882,0.005041116640135182,0.10154333452505364
126,29185.0279328222,0.10815727091092278,0.10976803519241234,0.005214681806361781,0.10455335338605055
127,29185.2895495674,0.11144086676865497,0.10992931141284296,0.005274541119992517,0.10465477029285043
128,29185.551171032,0.11708811022724912,0.11567907297654653,0.005385270494559673,0.11029380248198686
129,29185.8651230192,0.11703791992982376,0.119328523855733,0.005581001688351637,0.11374752216738136
130,29186.1267548669,0.12097491442988757,0.1217125893845426,0.005604361261749669,0.11610822812279294
131,29186.3883914344,0.1244374537572931,0.1256520414916592,0.005710416376787931,0.11994162511487126
132,29186.6500327219,0.12988809811454477,0.1301833374846083,0.005996352383216204,0.1241869851013921
133,29186.9116787294,0.12958117690890314,0.13103606592507122,0.006064160572288012,0.12497190535278321
134,29187.1733294571,0.135155537020699,0.13581348645447047,0.006130841758609572,0.1296826446958609
135,29187.4873165611,0.1373796940913378,0.14063262420270356,0.006381760472772986,0.1342508637299306
136,29187.7489776737,0.14220408265412737,0.14491355499294456,0.0064999377762358646,0.1384136172167087
137,29188.0106435068,0.15057347147541641,0.1490469937384516,0.006608674509252602,0.142438319229199
138,29188.2723140607,0.15459429095060767,0.15424438570936158,0.006887961849282503,0.14735642386007908
139,29188.5339893354,0.15832708734898948,0.15946804790952726,0.006944868391617872,0.1525231795179094
140,29188.8480058968,0.16420154483366062,0.16503044689238713,0.0071582172087346655,0.15787222968365247
141,29189.1096915578,0.16681809632048078,0.17156186089461392,0.007310964315284885,0.16425089657932904
142,29189.3713819401,0.1745339111137896,0.17722736066280154,0.007539811012966062,0.16968754964983548
143,29189.6330770438,0.18268182686957957,0.1829489016231671,0.007791617511857667,0.17515728411130943
144,29189.894776869,0.1869823739061748,0.1879167181626134,0.007968354865929445,0.17994836329668396
145,29190.1564814159,0.19321053638548513,0.19493532583485815,0.008265661258753904,0.18666966457610423
146,29190.4181906845,0.20140866086555723,0.20363288341693248,0.008521349250334539,0.19511153416659793
147,29190.679904675,0.21060347513841463,0.2114414483683956,0.008572136788215721,0.20286931158017987
148,29190.9416233875,0.2160860687383204,0.21744713176919844,0.008773149056358414,0.20867398271284002
149,29191.2556920758,0.22670352203575497,0.2286307883801367,0.009057248036725255,0.21957354034341145
150,29191.5174211772,0.2348663660567067,0.23519562647390113,0.009410043955203128,0.225785582518698
151,29191.7791550011,0.24325617374943748,0.24495155676261263,0.00976263351563799,0.23518892324697463
152,29192.0408935475,0.25033524863854156,0.254980639164637,0.010078597474077172,0.24490204169055982
153,29192.3026368166,0.262706031802519,0.26692213357642386,0.010309599208464772,0.2566125343679591
154,29192.5643848086,0.27550179508838135,0.2793332471542594,0.010643022436061854,0.26869022471819753
155,29192.8261375234,0.28656101098921016,0.28812186509082477,0.011041815871586308,0.27708004921923846
156,29193.0878949614,0.2969944553169159,0.30066109218400566,0.011418643760757168,0.2892424484232485
157,29193.3496571225,0.31484096163572495,0.3142732547288632,0.011731210101889168,0.30254204462697404
158,29193.611424007,0.32883451941396946,0.3302621900927899,0.012001119343932748,0.3182610707488572
159,29193.8731956149,0.3440079328900963,0.3471347105557809,0.012492686505189093,0.3346420240505918
160,29194.1873277796,0.3590574421679021,0.3661213259914759,0.013028963828189901,0.353092362163286
